title, studio, total_gross, total_gross_theaters, opening, opening_theaters, open
Speed Racer, WB, $43945766, 3606, $18561337, 3606, 5/9/2008
Speed Sisters, FRun, $3423, 2, $370, 1, 1/27/2017
Speed Zone, Orion, $3077361, 1195, $1475494, 1195, 4/21/1989
Speed-Dating, RR, $5240, 1, $3394, 1, 6/4/2010
Speedway Junky, Reg., $17246, 1, $6900, 1, 8/31/2001
Spellbinder, MGM, $657446, 326, $657446, 326, 9/23/1988
Spellbound, UA, n/a, n/a, n/a, n/a, 10/31/1945
Spellbound (2003), Think, $5728581, 117, $17508, 1, 4/30/2003
Spencer's Mountain, WB, n/a, n/a, n/a, n/a, 5/16/1963
Spettacolo, Ghop, $18668, 3, $4403, 2, 9/8/2017
Sphere, WB, $37020277, 2814, $14433957, 2814, 2/13/1998
Sphinx, WB, $2022771, n/a, $439564, 214, 2/13/1981
Spice World, Sony, $29342592, 2339, $10527222, 2339, 1/23/1998
Spices of Liberty, Hann., $13463, 2, $6625, 1, 10/21/2016
Spider, SPC, $1642483, 54, $5575, 1, 12/20/2002
Spider-Man, Sony, $403706375, 3876, $114844116, 3615, 5/3/2002
Spider-Man / Men in Black II, Sony, $6632970, 2078, $2111862, 2078, 9/6/2002
Spider-Man 2, Sony, $373585825, 4166, $88156227, 4152, 6/30/2004
Spider-Man 3, Sony, $336530303, 4324, $151116516, 4252, 5/4/2007
Spider-Man: Homecoming, Sony, $334166825, 4348, $117027503, 4348, 7/7/2017
Spider-Man: Homecoming 2, Sony, n/a, n/a, n/a, n/a, 7/5/2019
Spiders (2013), MNE, n/a, n/a, n/a, n/a, 2/8/2013
The Spiderwick Chronicles, Par., $71195053, 3847, $19004058, 3847, 2/14/2008
Spies in Disguise, Fox, n/a, n/a, n/a, n/a, 1/18/2019
Spies Like Us, WB, $60088980, 1700, $8614039, 1556, 12/6/1985
Spike & Mike's Animation Festival, Mell., $1268529, n/a, n/a, n/a, 9/16/1992
Spike of Bensonhurst, FDal, $623112, n/a, n/a, n/a, 11/11/1988
Spin (2004), Inn., $12355, 9, $9858, 9, 10/15/2004
Spin (2009), Blow., n/a, n/a, n/a, n/a, TBD
Spinning Into Butter, Scre., $8064, 4, $5534, 4, 3/27/2009
Spinning Plates, TFA, $112449, 6, $20717, 3, 10/25/2013
Spiral, Anch., $3072, n/a, n/a, n/a, 2/8/2008
Spiral, Cohen, n/a, n/a, n/a, n/a, 4/6/2018
The Spirit, LGF, $19806188, 2509, $6463278, 2509, 12/25/2008
The Spirit of '76, Col., $52310, 12, n/a, n/a, 10/12/1990
The Spirit of St. Louis, WB, n/a, n/a, n/a, n/a, 4/20/1957
Spirit of the Game, Gold., $222565, 27, $45580, 24, 10/7/2016
Spirit: Stallion of the Cimarron, DW, $73280117, 3362, $17770036, 3317, 5/24/2002
Spirited Away, BV, $10055859*, 714, $449839, 26, 9/20/2002
Spirited Away (Fathom Event), Fathom, $1196791*, 632, $903896, 632, 10/27/2017
Spirits' Homecoming, PM&E, $125616, 17, $10012, 2, 3/11/2016
Spitfire, RKO, n/a, n/a, n/a, n/a, 3/30/1934
The Spitfire Grill, Sony, $12658486, 1247, $150049, 17, 8/23/1996
Splash, BV, $69821334, 1186, $6174059, 829, 3/9/1984
Splice, WB, $17010170, 2450, $7385277, 2450, 6/4/2010
Splinter (2007), Magic, $10497, 3, $10497, 3, 8/17/2007
Splinter (2008), Magn., $14154, 4, $9517, 4, 10/31/2008
Splinterheads, Pala., $16392, 3, $10515, 1, 11/6/2009
Split, Uni., $138141585, 3373, $40010975, 3038, 1/20/2017
Split Decisions, NCeV, $695822, 405, $423303, 405, 11/11/1988
Split Image, Orion, $263635, n/a, n/a, n/a, 10/1/1982
Split Second, Istr, $5430822, 1085, $2250000, 1085, 5/1/1992
Split: A Deeper Divide, FPR, $2338, 1, $2338, 1, 10/12/2012
Splitting Heirs, Uni., $3246063, 850, $1738315, 850, 4/30/1993
The Spoilers, Uni., n/a, n/a, n/a, n/a, 5/8/1942
Spoken Word, Vari., $32961, 4, $2343, 1, 7/23/2010
The SpongeBob Movie, Par., n/a, n/a, n/a, n/a, 8/2/2019
The SpongeBob Movie: Sponge Out of Water, Par., $162994032, 3680, $55365012, 3641, 2/6/2015
The SpongeBob SquarePants Movie, Par., $85417988, 3307, $32018216, 3212, 11/19/2004
Spontaneous Combustion, Tau, $50367, 50, $50367, 50, 2/23/1990
Spookies, SVS, $17785, n/a, n/a, n/a, 1/9/1987
Spooks: The Greater Good, N/A, n/a, n/a, n/a, n/a, TBD
Spooky House, Ent.H, $65238*, 28, $22677, 28, 4/19/2002
Spooky House (Re-issue), Ent.H, $637*, 4, $363, 4, 5/27/2005
Spooky Jack, Uni., n/a, n/a, n/a, n/a, 9/17/2021
Spotlight, ORF, $45055776, 1227, $295009, 5, 11/6/2015
Spread, Anch., $250618, 103, $122948, 103, 8/14/2009
Spriggan, ADV, $25824, 5, $7420, 5, 10/12/2001
Spring (2015), Drft., $49970, 15, $19675, 12, 3/20/2015
Spring Break, Col., $24071666, 1531, $5908574, 1493, 3/25/1983
Spring Breakdown, WB, n/a, n/a, n/a, n/a, N/A
Spring Breakers, A24, $14124284, 1379, $263002, 3, 3/15/2013
Spring Fever, Strand, $10824, 2, $854, 1, 6/4/2010
Spring Forward, IFC, $117471, 2, $6269, 2, 12/8/2000
Spring Summer Fall Winter... and Spring, SPC, $2380788, 74, $42561, 6, 4/2/2004
Springfield Rifle, WB, n/a, n/a, n/a, n/a, 10/22/1952
Springtime in a Small Town, Palm, $43017, 2, $7506, 2, 5/14/2004
Sprung, Trim., $7575028, 780, $2487702, 780, 5/16/1997
Spun, NM, $411119, 24, $15160, 1, 3/14/2003
Sputnik Mania, Bal., $11441, 1, $6223, 1, 3/14/2008
Spy, Fox, $110825712, 3715, $29085719, 3711, 6/5/2015
Spy Game, Uni., $62362560, 2770, $21689125, 2770, 11/21/2001
Spy Hard, BV, $26960191, 2319, $10448420, 2286, 5/24/1996
Spy Kids, Mira., $112719001, 3191, $26546881, 3104, 3/30/2001
Spy Kids 2: The Island of Lost Dreams, Dim., $85846429, 3307, $16711716, 3307, 8/7/2002
Spy Kids 3D: Game Over, Dim., $111761982, 3388, $33417739, 3344, 7/25/2003
Spy Kids: All the Time in the World, W/Dim., $38538188, 3305, $11644672, 3295, 8/19/2011
The Spy Next Door, LGF, $24307086, 2924, $9726056, 2924, 1/15/2010
The Spy Who Dumped Me, LGF, n/a, n/a, n/a, n/a, 7/6/2018
The Spy Who Loved Me, UA, $46838673, n/a, n/a, 200, 7/13/1977
Squanto: A Warrior's Tale, BV, $3342223, 1022, $1119016, 1022, 10/28/1994
The Square, Magn., $632947, 63, $74233, 4, 10/27/2017
The Square, App., $406116, 24, $17092, 2, 4/9/2010
The Square (2013), Nou, $124244, 9, $16359, 1, 10/25/2013
Square Dance, Isld, $225358, n/a, n/a, n/a, 2/20/1987
The Squeeze, TriS, $2228951, 1152, $1380800, 1152, 7/10/1987
The Squid and the Whale, IDP, $7372734, 151, $129844, 4, 10/5/2005
St. Elmo's Fire, Col., $37803872, 1207, $6128157, 1204, 6/28/1985
St. Vincent, Wein., $44137712, 2552, $109878, 4, 10/10/2014
Stacy's Knights, Crwn, n/a, n/a, n/a, n/a, Jun 1983
Stage Beauty, Lions, $782383, 78, $38654, 3, 10/8/2004
Stage Door, RKO, n/a, n/a, n/a, n/a, 10/8/1937
Stage Fright, WB, n/a, n/a, n/a, n/a, 4/15/1950
Stage Fright (2014), Magn., $7078, 11, $3562, 11, 5/9/2014
Stagecoach, UA, n/a, n/a, n/a, n/a, 3/2/1939
Stake Land, IFC, $33245, 5, $7258, 1, 4/22/2011
Stakeout, BV, $65673233, 1364, $5170403, 951, 8/7/1987
Stalag 17, Par., n/a, n/a, n/a, n/a, 7/1/1953
Stalingrad, Strand, $152972, 2, $10882, 1, 5/24/1995
Stalingrad (2014), Sony, $1013945, 308, $510846, 308, 2/28/2014
Stalker (2017 re-release), Jan., $269881, 6, $20540, 1, 5/5/2017
Stand and Deliver, WB, $13994920, 472, $411884, 30, 3/11/1988
Stand by Me, Col., $52287414, 848, $242795, 16, 8/8/1986
Stand Clear of the Closing Doors, Osci., $17282, 3, $7000, 1, 5/23/2014
Stand Up and Cheer!, Fox, n/a, n/a, n/a, n/a, 5/4/1934
Stand Up Guys, LGF, $3310031, 670, $1486390, 659, 2/1/2013
Stand Your Ground, S/IMA, n/a, 14, n/a, 14, 1/17/2014
Standard Operating Procedure, SPC, $229117, 21, $14108, 2, 4/25/2008
Stander, NM, $31651, 7, $19067, 7, 8/6/2004
Standing by Yourself, Cheap, $2500, 1, $2200, 1, 5/17/2002
Standing in the Shadows of Motown, Art., $1722119, 59, $114442, 23, 11/15/2002
Standing Ovation, RM, $531806, 625, $343125, 623, 7/16/2010
Standing Still, Free, $30142, 15, $12762, 15, 4/21/2006
Standing Tall (La tete haute), Cohen, $26144, 6, $7488, 2, 4/1/2016
The Stanford Prison Experiment, IFC, $660561, 79, $37514, 2, 7/17/2015
Stanley & Iris, MGM, $5820015, 907, $2102831, 907, 2/9/1990
The Star, Sony, $12521000, 2837, $9812674, 2837, 11/17/2017
Star 80, WB, $6472990, 502, $412566, 94, 11/11/1983
The Star Chamber, Fox, $5555305, 796, $1980105, 796, 8/5/1983
Star Crossed, Indic., $15263, 10, $2826, 2, 5/13/2016
A Star Is Born, WB, $4335968, n/a, n/a, n/a, 9/29/1954
A Star Is Born (1976), WB, $80000000, n/a, n/a, n/a, 12/19/1976
A Star is Born (2018), WB, n/a, n/a, n/a, n/a, 5/18/2018
Star Kid, Trim., $7029025, 1053, $2958768, 1041, 1/16/1998
The Star Maker, Mira., $371674, 29, $40915, 11, 3/8/1996
Star Maps, FoxS, $661465, 39, n/a, n/a, 7/23/1997
Star Trek, Par., $257730019, 4053, $75204289, 3849, 5/8/2009
Star Trek Beyond, Par., $158848340, 3928, $59253211, 3928, 7/22/2016
Star Trek II: The Wrath of Khan, Par., $78912963, 1621, $14347221, 1621, 6/4/1982
Star Trek III: The Search for Spock, Par., $76471046, 1966, $16673295, 1966, 6/1/1984
Star Trek Into Darkness, Par., $228778661, 3907, $70165559, 3868, 5/16/2013
Star Trek IV: The Voyage Home, Par., $109713132, 1956, $16881888, 1349, 11/26/1986
Star Trek V: The Final Frontier, Par., $52210049, 2202, $17375648, 2202, 6/9/1989
Star Trek VI: The Undiscovered Country, Par., $74888996, 2147, $18162837, 1804, 12/6/1991
Star Trek: First Contact, Par., $92027888, 2812, $30716131, 2812, 11/22/1996
Star Trek: Generations, Par., $75671125, 2681, $23116394, 2659, 11/18/1994
Star Trek: Insurrection, Par., $70187658, 2677, $22052836, 2620, 12/11/1998
Star Trek: Nemesis, Par., $43254409, 2711, $18513305, 2711, 12/13/2002
Star Trek: The Motion Picture, Par., $82258456, 1002, $11926421, 857, 12/7/1979
Star Wars, Fox, $307263857*, 1750, $1554475, 43, 5/25/1977
Star Wars (Re-issue), Fox, $15476285*, 1070, $3766803, 1070, 8/13/1982
Star Wars (Special Edition), Fox, $138257865*, 2375, $35906661, 2104, 1/31/1997
Star Wars: Episode I - The Phantom Menace, Fox, $431088295*, 3126, $64820970, 2970, 5/19/1999
Star Wars: Episode I - The Phantom Menace (in 3D), Fox, $43456382*, 2655, $22469932, 2655, 2/10/2012
Star Wars: Episode II - Attack of the Clones, Fox, $302191252*, 3161, $80027814, 3161, 5/16/2002
Star Wars: Episode II - Attack of the Clones (3D), Fox, n/a*, n/a, n/a, n/a, TBD
Star Wars: Episode III - Revenge of the Sith, Fox, $380270577*, 3663, $108435841, 3661, 5/19/2005
Star Wars: Episode III - Revenge of the Sith (3D), Fox, n/a*, n/a, n/a, n/a, TBD
Star Wars: Episode IX, BV, n/a, n/a, n/a, n/a, 12/20/2019
Star Wars: The Clone Wars, WB, $35161554, 3452, $14611273, 3452, 8/15/2008
Star Wars: The Force Awakens, BV, $936662225, 4134, $247966675, 4134, 12/18/2015
Star Wars: The Last Jedi, BV, n/a, n/a, n/a, n/a, 12/15/2017
Starbuck (U.S. only), E1, $340058, 32, $15530, 3, 3/22/2013
Starchaser: The Legend of Orin, Atl, $3360800, 1020, $1614660, 1020, 11/22/1985
Stardom, Lions, $10886, 10, n/a, n/a, 10/27/2000
Stardust, Par., $38634938, 2565, $9169779, 2540, 8/10/2007
Stardust Memories, UA, $10389003, n/a, $326779, 29, 9/26/1980
Stargate, MGM, $71567262, 2033, $16651018, 2033, 10/28/1994
Starless Dreams, CGld, $4776, 2, $707, 1, 1/20/2017
Starlet, MBox, $88212, 10, $15662, 6, 11/9/2012
Starman, Col., $28744356, 1271, $2872022, 1261, 12/14/1984
Starred Up, Trib., $54915, 7, $10358, 2, 8/27/2014
Starry Starry Night, CL, $10033, 2, $2312, 2, 3/23/2012
The Stars Fell on Henrietta, WB, $99318, 17, $16406, 3, 9/15/1995
Starship Troopers, Sony, $54814377, 2971, $22058773, 2971, 11/7/1997
Starsky and Hutch, WB, $88237754, 3185, $28103367, 3185, 3/5/2004
Starter for 10, PicH, $216839, 32, $37141, 20, 2/23/2007
Starting Out in the Evening, RAtt., $898786, 43, $76214, 7, 11/23/2007
Starting Over, Par., $35649012, n/a, n/a, n/a, 10/5/1979
Startup.com, Art., $1283356, 35, $16118, 1, 5/11/2001
The Starving Games, KE, n/a, 10, n/a, 10, 11/8/2013
State 194, Part., n/a, n/a, n/a, n/a, 5/17/2013
State and Main, FL, $6944471, 462, $580163, 72, 12/22/2000
State Fair (1945), Fox, n/a, n/a, n/a, n/a, 8/30/1945
State Fair (1962), Fox, n/a, n/a, n/a, n/a, 3/9/1962
State of Fear, Skyl., $20055, 1, $16075, 1, 1/11/2006
State of Grace, Orion, $1911542, 335, $179927, 14, 9/14/1990
A State of Mind, Kino, $41468, 5, $5515, 1, 8/10/2005
State of Play, Uni., $37017955, 2807, $14071280, 2803, 4/17/2009
State of the Union, MGM, n/a, n/a, n/a, n/a, 4/30/1948
State Park, Atl, $421, n/a, n/a, n/a, 4/22/1988
State Property, Lions, $2106838, 75, $452028, 61, 1/18/2002
State Property 2, Lions, $1691706, 202, $756905, 202, 4/13/2005
The Statement, SPC, $765637, 51, $37220, 7, 12/12/2003
Stateside, IDP, $174318, 156, $113620, 156, 5/21/2004
The Station Agent, Mira., $5739376, 198, $57785, 3, 10/3/2003
Station Nord, Equin., $171400, 46, $42433, 46, 11/8/2002
Station to Station, SD, $9000, 1, $9000, 1, 8/21/2015
Stations of the Cross, FM, $1505, 1, $688, 1, 7/10/2015
Stations of the Elevated, APD/C, $28516, 1, $9423, 1, 10/17/2014
Stay, Fox, $3626883, 1684, $2188199, 1684, 10/21/2005
Stay Alive, BV, $23086480, 2009, $10726406, 2009, 3/24/2006
Stay Hungry, UA, n/a, n/a, n/a, n/a, 4/23/1976
Stay Tuned, WB, $10736401, 1605, $3532540, 1605, 8/14/1992
Staying Alive, Par., $64892670, 1747, $12146143, 1660, 7/15/1983
Staying Together, Hemd, $4348025, 1045, $2020777, 1045, 11/10/1989
Staying Vertical, Strand, $12158, 4, $4240, 4, 1/20/2017
Steak (R)evolution, KL, $8025, 7, n/a, n/a, 7/17/2015
Steal (a.k.a. Riders), All., $220944, 125, $123087, 125, 4/25/2003
Steal a Pencil for Me, 7Art, $18918, 2, $11179, 2, 11/9/2007
Steal Big Steal Little, Sav., $3150170, 1080, $1761890, 1080, 9/29/1995
Steal Me, Cnv., $1967, 1, $1600, 1, 9/9/2005
Steal This Movie, Lions, $76424, n/a, n/a, n/a, 8/18/2000
Stealing America: Vote by Vote, Drct., $8350, 3, $2944, 1, 8/1/2008
Stealing Beauty, FoxS, $4722310, 195, $103028, 3, 6/14/1996
Stealing Harvard, SonR, $14036406, 2366, $6041521, 2366, 9/13/2002
Stealing Home, WB, $7467504, 985, $2346864, 984, 8/26/1988
Stealing the Fire, Frie., $2139, 1, $1053, 1, 10/16/2002
Stealth, Sony, $32116746, 3495, $13251545, 3495, 7/29/2005
Steam: Turkish Bath, Strand, $384793, 6, $32082, 6, 11/27/1998
Steamboy, Triu, $468867, 46, $136148, 39, 3/18/2005
Steel, WB, $1710972, 1260, $870068, 1260, 8/15/1997
Steel City, Truly, $10227, 3, $817, 1, 5/25/2007
Steel Dawn, Vest, $562187, 290, $311892, 290, 11/6/1987
Steel Magnolias, TriS, $83759091, 1372, $5425440, 480, 11/17/1989
Steele Justice, Atl, $1327740, n/a, n/a, n/a, 5/8/1987
Steelyard Blues, WB, n/a, n/a, n/a, n/a, 1/31/1973
Steep, SPC, $260586, 23, $21189, 17, 12/21/2007
Steeper and Deeper, WM, $1076685, n/a, n/a, n/a, 10/1/1992
Stefan Zweig: Farewell to Europe, FRun, $78372, 4, $11729, 1, 5/12/2017
Stella, BV, $20240128, 1393, $4311656, 1033, 2/2/1990
Stella Dallas, UA, n/a, n/a, n/a, n/a, 8/6/1937
Stella Does Tricks, Strand, $4224, 1, $2361, 1, 1/28/2000
Stella Street, Strand, $4119, 10, $2574, 10, 10/22/2004
Step (2017), FoxS, $1146292, 306, $146488, 29, 8/4/2017
Step Brothers, Sony, $100468793, 3182, $30940732, 3094, 7/25/2008
Step Into Liquid, Art., $3681803, 91, $135985, 5, 8/8/2003
Step Lively Jeeves!, Fox, n/a, n/a, n/a, n/a, 8/1/1937
Step Sisters, BG, n/a, n/a, n/a, n/a, TBD
Step Up, BV, $65328121, 2647, $20659573, 2467, 8/11/2006
Step Up 2 the Streets, BV, $58017783, 2528, $18908826, 2470, 2/14/2008
Step Up 3-D, BV, $42400223, 2439, $15812311, 2435, 8/6/2010
Step Up All In, LG/S, $14904384, 2072, $6469857, 2072, 8/8/2014
Step Up Revolution, LG/S, $35074677, 2606, $11731708, 2567, 7/27/2012
Step Up to the Plate, CGld, $47439, 6, $5643, 2, 9/14/2012
The Stepfather, NCeV, $2488740, 148, $260587, 105, 1/23/1987
The Stepfather (2009), SGem, $29062561, 2734, $11581586, 2734, 10/16/2009
Stepfather 2, Mira., $1519796, n/a, n/a, n/a, 11/3/1989
The Stepford Wives, Par., $59484742, 3057, $21406781, 3057, 6/11/2004
Stephanie Daley, Reg., $25751, 3, $3401, 1, 4/20/2007
Stephen King's Riding the Bullet, Inn., $134711, 108, $101107, 100, 10/15/2004
Stephen King's Thinner, Par., $15315484, 2009, $5679046, 2009, 10/25/1996
Stepmom, Sony, $91137662, 2503, $19142440, 2358, 12/25/1998
Stepping Out, Par., $246000, 9, $94492, 7, 10/4/1991
Steve + Sky, Life, $624, 1, $624, 1, 7/8/2005
Steve Harvey's Don't Trip... He Ain't Through with Me Yet!, Free, $319021, 56, $164926, 54, 3/17/2006
Steve Jobs, Uni., $17766658, 2493, $521522, 4, 10/9/2015
Steve Jobs: The Lost Interview, Magn., $105710, 13, n/a, n/a, 11/16/2011
Steve Jobs: The Man in the Machine, Magn., $494506, 68, $140064, 68, 9/4/2015
Steve McQueen: American Icon, Fathom, $1229782, 787, n/a, n/a, 9/28/2017
Steve McQueen: The Man & Le Mans, FR, $6843, 2, $4079, 2, 11/13/2015
Stevie, Lions, $103401, 13, $9383, 4, 3/28/2003
Stevie Nicks - In Your Dreams, Abr., $103028, 76, n/a, n/a, 3/31/2013
Stewardess School, Col., $136158, n/a, n/a, n/a, 8/29/1986
Stick, Uni., $8489518, 1173, $3358299, 1173, 4/26/1985
Stick It, BV, $26910736, 2044, $10803610, 2038, 4/28/2006
Sticky Fingers in Time, Strand, $1610, 1, $1610, 1, 1/8/1999
Stiff Upper Lips, Cow., $72482, n/a, n/a, n/a, 8/27/1999
Stigmata, MGM, $50046268, 2901, $18309666, 2899, 9/10/1999
Still Alice, SPC, $18754371, 1318, $197000, 12, 1/16/2015
Still Breathing, Oct., $228455, 67, $86659, 67, 5/1/1998
Still Crazy, Sony, $524864, 52, $102971, 14, 1/22/1999
Still Life, NYer, $76983, 2, $12744, 1, 1/18/2008
Still Life (2015), Trib., $9481, 5, n/a, n/a, 1/16/2015
Still Mine, Gold., $1159336, 41, $19920, 4, 5/3/2013
Still of the Night, MGM, $5979947, n/a, n/a, n/a, 11/19/1982
Still Walking, IFC, $167047, 13, $20298, 2, 8/28/2009
Still the Children Are Here, Icar., $3685, 1, $2210, 1, 11/5/2004
Still We Believe: The Boston Red Sox Movie, Think, $396803, 54, $91388, 17, 5/7/2004
The Sting, Uni., $156000000, n/a, n/a, n/a, 12/25/1973
The Sting II, Uni., $6347072, 1294, $3106108, 1294, 2/18/1983
Stir Crazy, Col., $101300000, n/a, $8691886, 813, 12/12/1980
Stir of Echoes, Art., $21142914, 1943, $5811664, 1888, 9/10/1999
Stoked: The Rise and Fall of Gator, Palm, $150268, 13, $10998, 1, 8/22/2003
Stoker, FoxS, $1714221, 275, $160547, 7, 3/1/2013
Stolen, ICir, $132596, 5, $6250, 1, 4/19/2006
Stolen (2010), IFC, $7943, 2, $1035, 1, 3/12/2010
Stolen (2012), MNE, $304318, 141, $183125, 141, 9/14/2012
Stolen Childhoods, Bal., $2996, 1, $2996, 1, 5/20/2005
Stolen Children, Gold., $931280, 26, $17524, 1, 3/3/1993
Stolen Moments, FRun, $9743, 1, $3636, 1, 4/10/1998
Stolen Summer, Mira., $134736, 13, $61613, 13, 3/22/2002
Stomp the Yard, SGem, $61356221, 2169, $21833312, 2051, 1/12/2007
Stone, Over., $1810078, 125, $75766, 6, 10/8/2010
The Stone Angel, Viv., $459166, 9, $31883, 7, 7/11/2008
The Stone Boy, Fox, $261033, n/a, n/a, n/a, 4/6/1984
Stone Cold, Col., $9151887, 1729, $2811154, 1729, 5/17/1991
Stone Reader, Jet, $260523, 7, $5682, 1, 2/12/2003
Stoned, Scre., $38922, 6, $15409, 6, 3/24/2006
Stonewall, Strand, $692400, 17, $74052, 10, 7/26/1996
Stonewall (2015), RAtt., $187674, 129, $112834, 129, 9/25/2015
Stonewall Uprising, FRun, $128203, 10, $15729, 4, 6/16/2010
The Stoning of Soraya M., RAtt., $637421, 34, $115053, 27, 6/26/2009
Stony Island, N/A, n/a, n/a, n/a, n/a, 11/17/1978
Stop Making Sense, Cinc, $4949438*, 41, $41666, 7, 10/19/1984
Stop Making Sense (re-issue), Palm, $146154*, 9, $21054, 4, 5/28/1999
Stop the Pounding Heart, BWP, $3642, 1, $2363, 1, 9/19/2014
Stop! Or My Mom Will Shoot!, Uni., $28411210, 1958, $7058590, 1958, 2/21/1992
Stop-Loss, Par., $10915744, 1305, $4555117, 1291, 3/28/2008
Stopover Tokyo, Fox, n/a, n/a, n/a, n/a, 12/26/1957
Storage 24, Magn., $72, 1, $72, 1, 1/18/2013
Storefront Hitchcock, Mira., $12355, 1, $1803, 1, 11/20/1998
Stories We Tell, RAtt., $1600145, 70, $27053, 2, 5/10/2013
Storks, WB, $72679278, 3922, $21311407, 3922, 9/23/2016
Storm, FM, $16013, 3, $8307, 2, 10/30/2009
Storm Surfers 3D, XL, $117090, 7, $7299, 2, 4/26/2013
Stormy Monday, Atl, $1791328, 49, $44734, 2, 4/22/1988
The Story of Boys and Girls, Aries, $741221, n/a, n/a, n/a, 8/23/1991
The Story of Qiu Ju, SPC, $1890247, 35, $25785, 1, 4/16/1993
The Story of the Weeping Camel, Think, $1763052, 55, $21767, 2, 6/4/2004
The Story of Us, Uni., $27100031, 2175, $9673080, 2164, 10/15/1999
The Story of Vernon and Irene Castle, RKO, n/a, n/a, n/a, n/a, 3/29/1939
Storytelling, FL, $921445, 40, $73688, 4, 1/25/2002
Storyville, Fox, $422503, 19, $101383, 19, 8/26/1992
Straight from the Heart, Vid., $1007446, 35, $298769, 35, 6/18/1999
Straight Out of Brooklyn, Gold., $2712293, 75, $58918, 5, 5/22/1991
Straight Outta Compton, Uni., $161197785, 3142, $60200180, 2757, 8/14/2015
Straight Outta Tompkins, Indic., $8022, 2, $4011, 2, 3/6/2015
The Straight Story, BV, $6203044, 186, $92312, 7, 10/15/1999
Straight Talk, BV, $21202099, 1477, $4575746, 1477, 4/3/1992
Straight Time, WB, $9900000, n/a, n/a, n/a, 3/17/1978
Straight to Hell, Isld, $210200, n/a, n/a, n/a, 6/26/1987
Straight-Jacket, Reg., $45497, 4, $5377, 3, 11/26/2004
Stranded: I Have Come from a Plane That Crashed on the Mountains, Zeit., $89473, 7, $3077, 1, 10/22/2008
Strange Brew, MGM, $8571374, 849, $1913389, 849, 8/26/1983
The Strange Case of Angelica, CGld, $50135, 2, $7499, 1, 12/29/2010
The Strange Case of Dr. Jekyll and Mr. Hyde, RM, $24216, 30, $19111, 30, 9/29/2006
The Strange Color of Your Body's Tears, Strand, $7182, 3, $1535, 2, 8/29/2014
Strange Days, Fox, $7959291, 1691, $31062, 1, 10/6/1995
Strange Invaders, Orion, $1362303, 274, $655461, 274, 9/16/1983
The Strange Little Cat, KS, $5885, 1, $3594, 1, 8/1/2014
Strange Magic, BV, $12429583, 3020, $5504441, 3020, 1/23/2015
The Strange Ones, VE, n/a, n/a, n/a, n/a, 10/20/2017
Strange Powers: Stephin Merritt and the Magnetic Fields, Vari., $68719, 5, $4620, 1, 10/27/2010
Strange Weather, BSM, n/a, n/a, n/a, n/a, 7/28/2017
Strange Wilderness, ParC, $6575282, 1211, $3001719, 1208, 2/1/2008
Strangeland, Art., $713239, 315, $373288, 315, 10/2/1998
The Stranger, RKO, n/a, n/a, n/a, n/a, 5/25/1946
A Stranger Among Us, BV, $12282994, 684, $2886082, 679, 7/17/1992
Stranger By the Lake, Strand, $325196, 16, $27599, 2, 1/24/2014
A Stranger is Watching, MGM, $2519559, n/a, n/a, n/a, 1/22/1982
Stranger Than Fiction, Sony, $40660952, 2270, $13411093, 2264, 11/10/2006
Stranger Than Paradise, Gold., $2436000, n/a, n/a, n/a, 10/1/1984
Strangerland, Alc, $17472, 15, $17472, 15, 7/10/2015
The Strangers, Rog., $52597610, 2477, $20997985, 2466, 5/30/2008
Strangers on a Train, WB, n/a, n/a, n/a, n/a, 7/3/1951
Strangers Online, BGP, $968, 1, $968, 1, 6/24/2011
Strangers with Candy, Think, $2072645, 109, $43141, 2, 6/28/2006
Strangers: Prey at Night, Aviron, n/a, n/a, n/a, n/a, 3/9/2018
Strapless, Mira., $764794, n/a, n/a, n/a, 5/18/1990
The Stratton Story, MGM, n/a, n/a, n/a, n/a, 5/12/1949
Straw Dogs (1971), CRC, n/a, n/a, n/a, n/a, 12/29/1971
Straw Dogs (2011), SGem, $10324441, 2408, $5123760, 2408, 9/16/2011
Strawberry and Chocolate, Mira., $2080805, n/a, n/a, n/a, 1/20/1995
